Region,Chr,Start,End,Attributes,TotalE2E,FwdE2E,RevE2E,Total,Fwd,Rev
SP_92.22074,chr15,66774096,66774216,MAP2K1,2366,1112,1254,2583,1250,1333,
CUL4A_12.7590,chr13,113898731,113898848,CUL4A,2366,1118,1248,3083,1381,1702,
PDIA3_tmb6_1.53235,chr15,44058101,44058223,PDIA3,2366,1199,1167,2519,1242,1277,
ZFHX3_4.78700,chr16,72845572,72845691,ZFHX3,2365,1134,1231,2522,1249,1273,
CIC_1.2.74533,chr19,42777321,42777456,CIC,2365,1097,1268,3134,1460,1674,
SPEN_4.36191,chr1,16235918,16236035,SPEN,2365,1229,1136,2658,1294,1364,
ARID1B_14.45579,chr6,157510772,157510896,ARID1B,2365,1285,1080,3516,1840,1676,
NF1_37.23639,chr17,29652903,29653020,NF1,2364,1143,1221,2474,1211,1263,
SP_83.8264,chr3,178936053,178936179,PIK3CA,2364,623,1741,3542,1672,1870,
SP_423.10895,chr12,96992460,96992581,rs815890,2364,1103,1261,2799,1202,1597,
SP_580.34865,chr15,56152838,56152957,rs2303580,2364,997,1367,2742,1324,1418,
TET2_1.3.67685,chr4,106157203,106157323,TET2,2364,1273,1091,2780,1469,1311,
r101_1.2565,chr5,86644944,86645051,RASA1,2364,1235,1129,2576,1399,1177,
KMT2A_16.45352,chr11,118363880,118364002,KMT2A,2363,994,1369,2718,1199,1519,
SP_1043.17488,chr20,60572655,60572747,rs2296081,2363,1068,1295,2702,1379,1323,
WL_ATR_26.81329,chr3,142242963,142243090,ATR,2363,1253,1110,2769,1449,1320,
SP_1299.7675,chr5,36985246,36985358,rs3822471,2363,1185,1178,2559,1311,1248,
RAD51C_1.18786,chr17,56770030,56770151,RAD51C,2363,1145,1218,2492,1220,1272,
SP_1347.24087,chr5,148989051,148989151,rs2400891,2363,1092,1271,2517,1189,1328,
GALNT17_tmb3_1.83109,chr7,70880861,70880986,GALNT17,2362,1157,1205,2806,1368,1438,
e_del_124092_17760_PBRM1_1.20310,chr3,52661283,52661406,PBRM1,2362,1245,1117,2689,1427,1262,
XPO1_19.14425,chr2,61726871,61726987,XPO1,2362,1330,1032,2601,1412,1189,
OR5L1_tmb1_1.322548,chr11,55578923,55579042,OR5L1,2362,1302,1060,2820,1568,1252,
MLH3_10.979,chr14,75508314,75508423,MLH3,2362,1198,1164,2654,1366,1288,
SP_1314.2732,chr5,74921609,74921734,rs9332464,2362,1195,1167,2663,1340,1323,
103578_1.19562,chr15,42058561,42058671,MGA,2361,1193,1168,2841,1285,1556,
OBRA_BRCA2_31,chr13,32907045,32907141,BRCA2,2361,1165,1196,2532,1254,1278,
CUL4A_15.10830,chr13,113900306,113900429,CUL4A,2361,1255,1106,2637,1354,1283,
63812_1.5724,chr15,89835931,89836041,FANCI,2361,1064,1297,2798,1225,1573,
SP_774.13478,chr18,56247109,56247234,rs9958735,2360,1033,1327,2677,1144,1533,
MSH6_4.2.260024,chr2,48026821,48026940,MSH6,2360,1369,991,2938,1815,1123,
ZNF429_4.2.225838,chr19,21720087,21720209,ZNF429,2360,1143,1217,2687,1192,1495,
ERAP1_tmb3_1.8837,chr5,96117408,96117544,ERAP1,2360,1678,682,3568,1913,1655,
ARID1B_17.16194,chr6,157519969,157520088,ARID1B,2360,1063,1297,2691,1304,1387,
MP_OCP1_NF1_107,chr17,29665032,29665114,NF1,2360,1352,1008,2573,1405,1168,
MGA_23.2.78471,chr15,42059419,42059542,MGA,2360,1262,1098,2910,1380,1530,
MSH6_4.3.190911,chr2,48028194,48028316,MSH6,2359,1079,1280,2833,1399,1434,
NCOR1_36.18290,chr17,16046876,16046999,NCOR1,2359,1358,1001,2479,1413,1066,
LOW_r634_1.5920,chr5,80150099,80150210,MSH3,2359,1037,1322,2749,1346,1403,
GLI1_9.29437,chr12,57861735,57861865,GLI1,2359,1179,1180,2512,1230,1282,
SP_242.21619,chr10,100148126,100148241,rs2147896,2358,1092,1266,2665,1298,1367,
KMT2D_4.64748,chr12,49416624,49416740,KMT2D,2358,1266,1092,2498,1312,1186,
SP_1459.26931,chr6,153042942,153043070,rs17710008,2358,1232,1126,2854,1428,1426,
MP_ARID1A_10.31980,chr1,27093031,27093120,ARID1A,2358,1181,1177,2576,1279,1297,
SP_1030.18492,chr20,37396058,37396181,rs2245231,2358,1171,1187,2481,1207,1274,
FAT1_2.69382,chr4,187516854,187516978,FAT1,2358,1696,662,3607,1828,1779,
SP_1678.26253,chr9,96238485,96238604,rs10821135,2357,1228,1129,2516,1317,1199,
SPEN_11.2.182105,chr1,16255927,16256055,SPEN,2356,1025,1331,2949,1398,1551,
SP_918.8851,chr2,120409589,120409708,rs11686014,2356,1216,1140,2630,1289,1341,
FGFR1_3.61160,chr8,38271697,38271827,FGFR1,2356,1516,840,3176,1604,1572,
TNFAIP3_5.2229,chr6,138198296,138198414,TNFAIP3,2356,1241,1115,2780,1297,1483,
SP_1061.6103,chr21,42817895,42818019,rs469390,2355,1266,1089,2734,1462,1272,
SP_916.48661,chr2,113309409,113309532,rs1545133,2355,1165,1190,2577,1283,1294,
SETD2_19.4.178151,chr3,47164945,47165057,SETD2,2355,1179,1176,2600,1326,1274,
ARID1A_3.86761,chr1,27057576,27057696,ARID1A,2355,1413,942,2773,1617,1156,
FANCD2_33.23191,chr3,10128791,10128903,FANCD2,2355,1282,1073,2538,1382,1156,
JAK1_8.71070,chr1,65311189,65311306,JAK1,2354,1181,1173,2696,1387,1309,
SF3B1_6.19313,chr2,198264775,198264867,SF3B1,2354,1144,1210,2519,1237,1282,
FAT1_18.1.21488,chr4,187539121,187539239,FAT1,2354,1246,1108,2639,1317,1322,
RAD51B_8.105859,chr14,68878093,68878217,RAD51B,2354,1204,1150,2568,1311,1257,
PPP2R2A_7.56381,chr8,26218532,26218653,PPP2R2A,2353,1139,1214,2623,1236,1387,
NTRK2_5.23197,chr9,87636241,87636370,NTRK2,2353,1184,1169,3354,1730,1624,
DPYD_14.3930,chr1,98058823,98058937,DPYD,2353,1325,1028,3141,1521,1620,
KMT2C_24.1.248052,chr7,151877867,151877988,KMT2C,2352,991,1361,2655,1112,1543,
IL7R_3.43994,chr5,35867318,35867418,IL7R,2352,1386,966,2547,1472,1075,
LATS1_3.66218,chr6,149997656,149997781,LATS1,2351,1237,1114,3050,1586,1464,
SLX4_13.86271,chr16,3656376,3656498,SLX4,2351,1180,1171,2721,1434,1287,
FUBP1_3.3521,chr1,78420963,78421051,FUBP1,2351,1129,1222,2442,1203,1239,
SP_960.4954,chr2,188343455,188343576,rs7586970,2350,1067,1283,2639,1261,1378,
NF2_15.13455,chr22,30077535,30077660,NF2,2350,1107,1243,2816,1417,1399,
XPO1_3.66018,chr2,61709402,61709522,XPO1,2350,1047,1303,2553,1190,1363,
ABCB1_tmb2_1.88827,chr7,87148664,87148783,ABCB1,2350,1178,1172,2684,1273,1411,
HDAC9_6.52996,chr7,18631161,18631282,HDAC9,2349,1294,1055,2485,1369,1116,
MEN1_6.49158,chr11,64574677,64574795,MEN1,2349,1091,1258,2707,1268,1439,
RAD50_20.12403,chr5,131951719,131951804,RAD50,2349,1356,993,2593,1406,1187,
ACVR2A_5.27793,chr2,148672828,148672944,ACVR2A,2349,1039,1310,2430,1064,1366,
SP_1407.21454,chr6,70071121,70071243,rs913543,2349,1056,1293,2450,1089,1361,
HDAC9_23.42900,chr7,18914093,18914217,HDAC9,2348,1173,1175,2532,1252,1280,
HNF1A_3.26245,chr12,121431384,121431495,HNF1A,2348,1117,1231,2482,1142,1340,
SP_52.35430,chr10,123256042,123256144,FGFR2,2348,2040,308,2454,2114,340,
v2WT1_10.21302,chr11,32450034,32450142,WT1,2347,1117,1230,2473,1173,1300,
SP_460.6502,chr13,23905644,23905766,rs2737699,2347,1228,1119,2578,1316,1262,
TET2_1.2.157940,chr4,106156711,106156834,TET2,2347,1306,1041,2658,1396,1262,
ELF3_6.10719,chr1,201982289,201982419,ELF3,2347,1541,806,3522,1813,1709,
SP_373.30851,chr12,14993350,14993477,rs11276,2347,1163,1184,2666,1357,1309,
JAK1_3.65849,chr1,65301845,65301961,JAK1,2346,1133,1213,2450,1147,1303,
SDHB_5.16969,chr1,17355108,17355231,SDHB,2345,1166,1179,2592,1291,1301,
ARID1A_8.81347,chr1,27089743,27089838,ARID1A,2345,1170,1175,2574,1276,1298,
TET2_1.2.113780,chr4,106156787,106156910,TET2,2345,1040,1305,2532,1149,1383,
SP_1586.1594,chr8,27633983,27634107,rs4732748,2345,1136,1209,2925,1489,1436,
CIC_6.52918,chr19,42791671,42791807,CIC,2345,1055,1290,2687,1272,1415,
SP_1320.28980,chr5,81549182,81549309,rs1864183,2345,1314,1031,2902,1404,1498,
A1CF_tmb2_1.42023,chr10,52569667,52569801,A1CF,2344,1067,1277,2639,1283,1356,
STAT5B_8.11964,chr17,40368002,40368125,STAT5B,2344,1220,1124,2888,1442,1446,
SH3RF2_tmb1_1.4415,chr5,145428617,145428753,SH3RF2,2344,1142,1202,2451,1192,1259,
JAK1_22.9126,chr1,65344639,65344760,JAK1,2343,1202,1141,2606,1281,1325,
MRE11A_11.29665,chr11,94200995,94201118,MRE11,2343,1210,1133,2579,1285,1294,
FOXA1_1.1.89028,chr14,38060697,38060801,FOXA1,2343,1021,1322,2655,1189,1466,
SP_1564.45572,chr8,2807751,2807871,rs35043129,2342,1198,1144,2512,1278,1234,
MP_OCP1_NF1_110,chr17,29665742,29665844,NF1,2342,1223,1119,2569,1311,1258,
RIT1_3.28208,chr1,155874570,155874694,RIT1,2342,1124,1218,2570,1275,1295,
PARP4_7.9061,chr13,25017730,25017826,PARP4,2342,1242,1100,2642,1355,1287,
LATS1_4.22918,chr6,150001175,150001300,LATS1,2342,1058,1284,2555,1158,1397,
TET2_8.71187,chr4,106193694,106193821,TET2,2342,1163,1179,2582,1208,1374,
EP300_14.76087,chr22,41546099,41546222,EP300,2341,1037,1304,2631,1272,1359,
NF2_12.66011,chr22,30069195,30069290,NF2,2341,1191,1150,2423,1229,1194,
MAP3K4_26.30807,chr6,161533728,161533843,MAP3K4,2341,1234,1107,2677,1322,1355,
CBFB_6.54825,chr16,67132611,67132720,CBFB,2341,1218,1123,2579,1304,1275,
CDH1_3.91898,chr16,68845679,68845808,CDH1,2341,1199,1142,2577,1278,1299,
SP_1121.30815,chr3,53700497,53700608,rs2250736,2341,1119,1222,2632,1330,1302,
DICER1_24.49199,chr14,95597798,95597918,DICER1,2340,1228,1112,2619,1312,1307,
MGA_15.91731,chr15,42040916,42041044,MGA,2340,1069,1271,2649,1166,1483,
e_del_161127_21676_SMAD4_1.31324,chr18,48575198,48575321,SMAD4,2340,1089,1251,2517,1153,1364,
TCF7L2_13.12865,chr10,114917743,114917868,TCF7L2,2340,1209,1131,2754,1342,1412,
PTCH1_9.47487,chr9,98247888,98248007,PTCH1,2340,1259,1081,2601,1334,1267,
MP_OCP1_NF1_67,chr17,29585312,29585401,NF1,2339,1224,1115,2552,1312,1240,
OBRA_BRCA1_27,chr17,41223020,41223105,BRCA1,2339,1167,1172,2511,1245,1266,
JAK1_20.49161,chr1,65335090,65335199,JAK1,2338,1206,1132,3071,1889,1182,
NOTCH2_1.1.81662,chr1,120458551,120458682,NOTCH2,2338,1225,1113,2444,1273,1171,
HDAC9_20.26882,chr7,18869142,18869215,HDAC9,2338,1168,1170,2475,1254,1221,
MP_CREBBP_22.3259,chr16,3828027,3828130,CREBBP,2337,1194,1143,2722,1360,1362,
OBRA_BRCA1_70,chr17,41245462,41245537,BRCA1,2337,1202,1135,2514,1336,1178,
TET2_1.3.178586,chr4,106157407,106157512,TET2,2337,1094,1243,2567,1221,1346,
MAP2K4_7.31819,chr17,12013616,12013739,MAP2K4,2336,1197,1139,2667,1433,1234,
MGA_5.8129,chr15,41999951,42000048,MGA,2336,1138,1198,2765,1508,1257,
FANCF_1.1.90826,chr11,22646527,22646659,FANCF,2336,1225,1111,2571,1303,1268,
SETD2_8.64381,chr3,47103612,47103728,SETD2,2335,936,1399,3191,1641,1550,
PARP4_17.50837,chr13,25034095,25034188,PARP4,2335,1100,1235,2415,1129,1286,
NCOR1_2.40486,chr17,15938059,15938169,NCOR1,2335,1045,1290,2615,1155,1460,
DICER1_14.95731,chr14,95577695,95577818,DICER1,2334,1308,1026,2605,1528,1077,
LATS1_3.62606,chr6,149997753,149997869,LATS1,2333,1083,1250,2546,1249,1297,
e_del_154133_20976_SETD2_1.51658,chr3,47059031,47059159,SETD2,2333,1467,866,2724,1530,1194,
ATR_39.12111,chr3,142275187,142275334,ATR,2333,1221,1112,2740,1475,1265,
KEL_tmb4_1.33372,chr7,142640869,142640992,KEL,2333,1171,1162,2662,1297,1365,
OBRA_BRCA1_55,chr17,41244220,41244291,BRCA1,2333,1137,1196,2518,1265,1253,
MP_MDM2_11.135018,chr12,69233154,69233254,MDM2,2333,1186,1147,2546,1271,1275,
RAD50_8.28169,chr5,131924539,131924641,RAD50,2333,1059,1274,2882,1280,1602,
OR4M2_tmb1_1.246782,chr15,22368646,22368774,OR4M2,2332,255,2077,4899,2751,2148,
CDK12_2.58379,chr17,37627929,37628045,CDK12,2332,1177,1155,2928,1518,1410,
MAP3K1_14.1.161019,chr5,56177434,56177562,MAP3K1,2330,1264,1066,2587,1311,1276,
BRIP1_17.46477,chr17,59934402,59934520,BRIP1,2330,1101,1229,2654,1314,1340,
SP_165.11030,chr1,216348740,216348861,rs1805049,2330,1062,1268,2488,1116,1372,
12946_6.28756,chr19,47423166,47423263,ARHGAP35,2330,1221,1109,2515,1293,1222,
APC_16.5.27241,chr5,112177171,112177285,APC,2330,1213,1117,2547,1327,1220,
WT1_4.58922,chr11,32417770,32417885,WT1,2330,1217,1113,2439,1246,1193,
MRE11A_10.43053,chr11,94197353,94197475,MRE11,2329,1236,1093,2614,1360,1254,
BLM_2.55857,chr15,91293109,91293229,BLM,2329,1241,1088,2594,1323,1271,
KMT2A_27.1.143331,chr11,118373510,118373631,KMT2A,2329,1186,1143,2701,1367,1334,
MP_OCP1_TSC1_9,chr9,135772767,135772879,TSC1,2329,1354,975,2396,1392,1004,
KMT2C_56.26304,chr7,152012135,152012257,KMT2C,2328,1080,1248,2694,1386,1308,
PARP4_29.44979,chr13,25072327,25072413,PARP4,2328,1176,1152,2438,1219,1219,
EP300_26.26840,chr22,41565437,41565561,EP300,2328,1264,1064,2600,1439,1161,
RUNX1_6.72825,chr21,36252909,36253029,RUNX1,2327,1140,1187,2666,1365,1301,
EP300_15.9737,chr22,41547922,41548046,EP300,2327,1029,1298,2654,1241,1413,
ERCC4_11.134080,chr16,14041765,14041889,ERCC4,2327,1227,1100,2486,1308,1178,
44300_1.19664,chr2,225375985,225376099,CUL3,2327,1127,1200,2686,1326,1360,
MGA_22.10868,chr15,42057060,42057184,MGA,2326,1206,1120,2573,1287,1286,
SP_1182.23209,chr3,179051432,179051553,rs35983049,2326,1254,1072,2757,1352,1405,
SP_490.11974,chr13,101287319,101287436,rs2297943,2325,1095,1230,2471,1149,1322,
PARP1_13.51729,chr1,226567290,226567414,PARP1,2325,1137,1188,2542,1188,1354,
ERAP2_tmb10_1.45719,chr5,96244679,96244810,ERAP2,2324,1187,1137,2672,1334,1338,
SP_1246.18603,chr4,96106256,96106381,rs2289043,2324,1060,1264,2639,1332,1307,
LATS1_5.1.175804,chr6,150004570,150004729,LATS1,2324,1076,1248,2656,1288,1368,
CCND2_2.25960,chr12,4385318,4385438,CCND2,2323,1074,1249,2752,1440,1312,
BLM_19.86869,chr15,91352397,91352517,BLM,2323,1129,1194,2669,1231,1438,
99871_1.38548,chr6,161508799,161508881,MAP3K4,2323,1185,1138,2519,1350,1169,
TPP2_tmb5_1.47099,chr13,103275339,103275460,TPP2,2323,1088,1235,2586,1201,1385,
SP_432.19212,chr12,106704961,106705067,rs4964460,2323,1158,1165,2524,1288,1236,
IDH2_7.48096,chr15,90631618,90631754,IDH2,2322,1115,1207,2639,1345,1294,
ATM_16.25222,chr11,108137931,108138050,ATM,2322,1208,1114,2456,1291,1165,
RARA_6.20447,chr17,38508503,38508629,RARA,2322,1353,969,2730,1491,1239,
NOTCH2_9.111234,chr1,120466473,120466601,NOTCH2,2322,1176,1146,2485,1273,1212,
SP_407.11031,chr12,65146505,65146628,rs1147096,2322,1303,1019,2635,1432,1203,
HDAC9_9.2413,chr7,18674220,18674326,HDAC9,2322,1331,991,2484,1407,1077,
EZH2_3.81091,chr7,148506417,148506534,EZH2,2321,1147,1174,2767,1497,1270,
PRDM9_tmb6_1.98045,chr5,23524551,23524672,PRDM9,2321,1008,1313,2549,1101,1448,
JAK2_7.9980,chr9,5090434,5090548,JAK2,2321,1163,1158,2445,1220,1225,
INPP4B_21.9195,chr4,143326352,143326461,INPP4B,2320,1350,970,2458,1421,1037,
ASXL1_5.64793,chr20,31016115,31016221,ASXL1,2320,1264,1056,2576,1332,1244,
NBN_6.34870,chr8,90965664,90965783,NBN,2320,1299,1021,2923,1561,1362,
FG_SP_169.3083,chr6,161470861,161470993,MAP3K4,2320,1189,1131,2482,1265,1217,
DSC1_tmb4_1.48955,chr18,28722092,28722186,DSC1,2320,1207,1113,2415,1259,1156,
OBRA_BRCA2_133,chr13,32953880,32954001,BRCA2,2320,1061,1259,2708,1330,1378,
53612_1.28060,chr1,98293731,98293843,DPYD,2319,1198,1121,2617,1289,1328,
ACVR1B_4.79862,chr12,52374932,52375057,ACVR1B,2319,1197,1122,2533,1260,1273,
FANCM_9.12030,chr14,45628436,45628548,FANCM,2318,1133,1185,2432,1180,1252,
SLCO1B3_tmb7_1.18186,chr12,21033722,21033851,SLCO1B3,2317,434,1883,4850,2345,2505,
OR2T33_tmb1_1.222180,chr1,248436303,248436434,OR2T33,2316,1168,1148,2549,1316,1233,
MP_7155302731,chr5,131939654,131939743,RAD50,2316,1194,1122,2533,1305,1228,
CIITA_tmb1_1.13491,chr16,10989141,10989278,CIITA,2316,1090,1226,2648,1276,1372,
CREBBP_30.81871,chr16,3900850,3900971,CREBBP,2315,1270,1045,2639,1394,1245,
MSH2_16.36083,chr2,47709860,47709948,MSH2,2315,1276,1039,2578,1391,1187,
NOTCH2_1.101471,chr1,120460362,120460486,NOTCH2,2315,1163,1152,2454,1268,1186,
CNTNAP4_tmb10_1.78432,chr16,76523699,76523826,CNTNAP4,2315,1207,1108,2466,1274,1192,
SDHB_5.1260,chr1,17355028,17355151,SDHB,2315,1224,1091,2675,1410,1265,
KMT2D_39.49881,chr12,49440102,49440230,KMT2D,2315,1360,955,2839,1446,1393,
WT1_2.8911,chr11,32413451,32413575,WT1,2315,1207,1108,2669,1476,1193,
KRTAP21_1_tmb1_1.22834,chr21,32127599,32127731,KRTAP21-1,2314,1196,1118,2782,1372,1410,
FAT1_18.3.11329,chr4,187541669,187541794,FAT1,2314,1233,1081,2684,1402,1282,
PBRM1_14.152754,chr3,52643495,52643619,PBRM1,2314,1395,919,2516,1466,1050,
e_del_17743_1505_AXIN1_1.56129,chr16,338185,338291,AXIN1,2314,1093,1221,2553,1167,1386,
CHEK2_5.31169,chr22,29091677,29091808,CHEK2,2314,1266,1048,2866,1712,1154,
GATA3_1.2120,chr10,8097679,8097819,GATA3,2314,1050,1264,2533,1139,1394,
SP_882.19923,chr2,43801683,43801808,rs11899823,2314,1018,1296,2614,1085,1529,
PPP2R2A_7.5392,chr8,26218459,26218543,PPP2R2A,2313,1145,1168,2383,1174,1209,
TRHDE_tmb5_1.182,chr12,72956635,72956717,TRHDE,2313,1059,1254,2425,1113,1312,
ATRX_27.3.33388,chrX,76939148,76939271,ATRX,2313,1188,1125,2471,1236,1235,
TRIM51_tmb3_1.22020,chr11,55659023,55659150,TRIM51,2313,1072,1241,2827,1501,1326,
BCL6_4.39398,chr3,187444496,187444625,BCL6,2313,1123,1190,3376,1479,1897,
ASXL1_13.2.117609,chr20,31023941,31024068,ASXL1,2313,1021,1292,2555,1193,1362,
KMT2A_3.1.37244,chr11,118342311,118342430,KMT2A,2313,1376,937,2492,1474,1018,
SDHC_3.72133,chr1,161298115,161298232,SDHC,2313,1053,1260,2598,1220,1378,
ATR_44.16097,chr3,142281887,142282004,ATR,2312,1124,1188,2516,1262,1254,
ATR_20.5569,chr3,142226791,142226928,ATR,2312,1228,1084,2690,1475,1215,
SP_600.39624,chr15,78466092,78466219,rs2304824,2312,1199,1113,2603,1378,1225,
KDM6A_17.87012,chrX,44922858,44922988,KDM6A,2311,957,1354,2429,1016,1413,
ATR_32.25372,chr3,142266586,142266707,ATR,2311,1253,1058,2603,1362,1241,
CUL3_13.50547,chr2,225379352,225379479,CUL3,2311,1144,1167,2824,1366,1458,
ACVR2A_3.2015,chr2,148657074,148657158,ACVR2A,2311,1245,1066,2481,1305,1176,
e_del_13692_1129_ARID2_1.77859,chr12,46285794,46285912,ARID2,2310,1133,1177,2483,1236,1247,
MLH3_12.3.296195,chr14,75515297,75515403,MLH3,2310,1233,1077,2654,1393,1261,
MAP3K1_16.16016,chr5,56180575,56180683,MAP3K1,2309,1130,1179,2835,1342,1493,
SP_215.21610,chr7,116423375,116423496,MET,2309,1243,1066,2590,1389,1201,
SP_1815.9850,chrX,133923115,133923239,rs17317849,2309,1194,1115,2465,1267,1198,
FAT1_18.2.67911,chr4,187540184,187540304,FAT1,2309,1164,1145,2466,1261,1205,
NCOR1_27.154217,chr17,16004932,16005056,NCOR1,2309,1118,1191,2485,1216,1269,
PBRM1_14.5362,chr3,52643399,52643523,PBRM1,2309,1329,980,2754,1518,1236,
SP_1414.3632,chr6,79675637,79675744,rs9350797,2308,1203,1105,2456,1289,1167,
OBRA_BRCA2_27,chr13,32906698,32906790,BRCA2,2308,1361,947,2451,1489,962,
NOTCH2_2.35881,chr1,120464353,120464465,NOTCH2,2307,1235,1072,2673,1367,1306,
TCF7L2_1.33464,chr10,114710648,114710757,TCF7L2,2307,1158,1149,2414,1230,1184,
MP_CDK4_6.2375,chr12,58144998,58145126,CDK4,2307,1083,1224,2466,1136,1330,
NCOR1_12.35767,chr17,15967366,15967490,NCOR1,2306,741,1565,3907,1986,1921,
OBRA_BRCA2_12,chr13,32900389,32900485,BRCA2,2306,1113,1193,2388,1150,1238,
EP300_27.64167,chr22,41566353,41566435,EP300,2306,1090,1216,2435,1142,1293,
ADAMTS12_tmb11_1.39542,chr5,33641919,33642046,ADAMTS12,2306,810,1496,3410,1743,1667,
CNTN6_tmb1_1.54282,chr3,1262375,1262497,CNTN6,2306,688,1618,2509,841,1668,
PXDNL_tmb10_1.15319,chr8,52361562,52361676,PXDNL,2306,1148,1158,2422,1204,1218,
SP_71.18376,chr1,75622561,75622682,rs941032,2306,1399,907,2813,1714,1099,
ARID2_15.2.194650,chr12,46245345,46245437,ARID2,2305,1135,1170,2387,1168,1219,
CBFB_4.59780,chr16,67100604,67100727,CBFB,2305,1046,1259,2604,1151,1453,
e_del_99725_13135_MAP3K1_1.20348,chr5,56184082,56184207,MAP3K1,2305,1036,1269,2567,1241,1326,
CNTNAP4_tmb1_1.59542,chr16,76350309,76350439,CNTNAP4,2305,1191,1114,2858,1381,1477,
POLE_9.61470,chr12,133214563,133214677,POLE,2305,1115,1190,2550,1284,1266,
MAP3K4_15.7875,chr6,161513990,161514076,MAP3K4,2304,1087,1217,2473,1163,1310,
CNTNAP5_tmb12_1.36196,chr2,125521485,125521603,CNTNAP5,2304,988,1316,2469,1115,1354,
PTPRT_tmb10_1.26870,chr20,40790082,40790214,PTPRT,2304,1278,1026,3015,1369,1646,
ABCB1_tmb11_1.40929,chr7,87180035,87180159,ABCB1,2304,777,1527,3407,1744,1663,
FG_SP_39.137851,chr11,118343654,118343783,KMT2A,2304,1031,1273,2781,1422,1359,
ARID1B_18.106457,chr6,157522233,157522364,ARID1B,2303,1238,1065,2577,1348,1229,
RHEB_1.42330,chr7,151164183,151164303,RHEB,2303,1037,1266,3205,1719,1486,
TGFBR2_4.44442,chr3,30691701,30691823,TGFBR2,2303,1330,973,2656,1510,1146,
TGFBR2_5.137402,chr3,30713904,30714032,TGFBR2,2303,966,1337,2904,1422,1482,
SPEN_11.1.160162,chr1,16254873,16254997,SPEN,2303,1095,1208,2439,1194,1245,
e_del_132739_18588_POLE_1.151298,chr12,133253969,133254095,POLE,2303,1148,1155,2470,1235,1235,
CDH1_12.48399,chr16,68855914,68856036,CDH1,2302,1112,1190,2422,1169,1253,
CASP8_2.27482,chr2,202131107,202131230,CASP8,2302,1060,1242,2617,1269,1348,
CTCF_1.192350,chr16,67644932,67645045,CTCF,2302,1183,1119,2549,1258,1291,
SP_824.10145,chr19,37488409,37488530,rs1667366,2302,1085,1217,2532,1262,1270,
MRE11A_15.46172,chr11,94211972,94212090,MRE11,2301,1225,1076,2572,1262,1310,
FANCD2_22.51577,chr3,10106385,10106542,FANCD2,2301,1110,1191,2911,1395,1516,
C8B_tmb7_1.52239,chr1,57420373,57420500,C8B,2301,1060,1241,2425,1115,1310,
RNF43_8.28337,chr17,56448178,56448306,RNF43,2301,1177,1124,2705,1249,1456,
MP_ARID1A_19.41328,chr1,27102050,27102127,ARID1A,2301,1178,1123,2427,1224,1203,
SP_473.18804,chr13,46648022,46648136,rs3742264,2301,1096,1205,2486,1225,1261,
e_del_99718_13135_MAP3K1_1.46337,chr5,56176445,56176567,MAP3K1,2301,1245,1056,2604,1401,1203,
SP_589.25316,chr15,64508687,64508813,rs6494466,2301,1140,1161,2503,1222,1281,
BCL6_5.24130,chr3,187446204,187446335,BCL6,2300,1065,1235,2748,1353,1395,
CREBBP_30.29493,chr16,3900913,3901035,CREBBP,2300,1089,1211,2662,1330,1332,
OBRA_BRCA2_85,chr13,32914603,32914710,BRCA2,2300,1137,1163,2509,1267,1242,
OBRA_BRCA2_30,chr13,32906970,32907056,BRCA2,2300,1141,1159,2599,1173,1426,
SP_1184.30712,chr3,180365900,180366022,rs6769457,2300,1194,1106,2440,1249,1191,
DOCK3_tmb10_1.94022,chr3,51297729,51297857,DOCK3,2300,1121,1179,2659,1289,1370,
ZBTB20_tmb1_1.60115,chr3,114099199,114099303,ZBTB20,2299,1200,1099,2426,1256,1170,
TET2_1.3.191364,chr4,106157002,106157125,TET2,2299,978,1321,2857,1279,1578,
SP_247.37492,chrX,66931387,66931493,AR,2298,1070,1228,2448,1176,1272,
OBRA_BRCA2_92,chr13,32915261,32915377,BRCA2,2298,1303,995,2948,1447,1501,
SP_185.6123,chr6,41903600,41903698,CCND3,2298,1060,1238,2600,1175,1425,
ARID2_15.3.183577,chr12,46245713,46245832,ARID2,2298,1140,1158,2428,1246,1182,
JAK2_16.3420,chr9,5080493,5080575,JAK2,2298,1073,1225,2414,1152,1262,
MTAP_4.40703,chr9,21817942,21818063,MTAP,2298,1217,1081,2492,1292,1200,
CUL4A_17.10435,chr13,113908983,113909109,CUL4A,2298,1078,1220,2527,1174,1353,
PTCH1_2.33300,chr9,98211252,98211381,PTCH1,2297,1043,1254,2539,1210,1329,
GALNT17_tmb5_1.67680,chr7,71036261,71036388,GALNT17,2297,1132,1165,2456,1196,1260,
e_del_132714_18588_POLE_1.14629,chr12,133220403,133220541,POLE,2297,1131,1166,2509,1210,1299,
SP_1485.5240,chr7,26685904,26686029,rs12671270,2297,1105,1192,2711,1334,1377,
SP_99.3200,chr17,37881295,37881426,ERBB2,2296,970,1326,2638,1042,1596,
SP_148.21054,chr3,38181966,38182048,MYD88,2296,1151,1145,2367,1178,1189,
SP_905.27283,chr2,88895024,88895145,rs13045,2296,1472,824,2492,1620,872,
CUL3_15.36720,chr2,225422418,225422564,CUL3,2296,1080,1216,2956,1630,1326,
HLA-B_1.23408,chr6,31322252,31322343,HLA-B,2296,1152,1144,2483,1272,1211,
ERCC4_5.14771,chr16,14024670,14024791,ERCC4,2296,1100,1196,2714,1256,1458,
